"","review_content","PositiveWordsCount","NegativeWordsCount","Sentiment_Positive","Sentiment_Negative","result"
"302","This works very well with my pitcher. And it took much less time to replace this one as you only have to keep it under running water for a couple of seconds as opposed to the older version which had to be soaked in water for some time.The water tastes much better after you use a brita filter. Not sure if its really pure. They are making a great contribution towards a better planet. Kudos to them.",0,0,0.5,0.5,"Positive"
"303","We've been using Brita pitchers and filters for a very long time now - in our home, on our boat, in our camper. Excellent products. Get these and a stainless steel water bottle and never purchase bottled water again.",0,0,0.5,0.5,"Positive"
"304","Judging from the tannin sediment left in the cup after my first cup of tea -- with a brand-new filter, I suspect that this isn't a Brita product, but a fake. Also, I ordered the advanced filters, but got the older ones.",0,0,0.5,0.5,"Positive"
"305","The new design makes it much easier to remove once it's past its prime. It works like the previous model and does a good job of filtering my tap water. Can't beat the price either. It costs about $10 for one in my local stores.",0,0,0.5,0.5,"Positive"
"306","just in 2 weeks it gets clogged tried all 3 of them and they hardy lasted for few weeks - other filters I have used lasted minimum for 8 weeks - these are defective stay away from them waste of money",0,0,0.5,0.5,"Positive"
"307","Our water is good here in Daly City, but your water can never be too pure, right? We use a Brita pitcher for our drinking water and these filters keep the water pure and tasting clean and un-chemical.",0,0,0.5,0.5,"Positive"
"308","We've used Brita for years and years and wouldn't be without it.  We also have a fridge with filtered water dispenser but still use the Brita to filter water for our coffee and for cooking as the filtered water makes a huge difference in taste.",0,0,0.5,0.5,"Positive"
"309","I've used this filter for six weeks and I have to change it because the water takes hours to go through it. It is supposed to last for six months; it's lost its effectiveness in less than two.Not good. I imagine I can't get a refund for $26 because it takes months to find out that it doesn't work.A waste of money.",0,0,0.5,0.5,"Positive"
"310","I currently live in a  very old dorm were the tap water is quite nasty and tastes terrible.I picked up a huge Brita tank with a tap and got these filters for it.These do an amazing job of filtering the water into something drinkable.While these filters do an amazing job at making the taste bearable, they still leave the water tasting a little funny.Only 4 Stars because water taste, but the price here is currently unbeatable.",0,0,0.5,0.5,"Positive"
"311",NA,0,0,0.5,0.5,"Positive"
"312","Yay Brita.  I now am able to drink my 8 glasses of water in a day.Before brita, I could smell the heavy chlorine.After the Brita filters the water, there is no scent.I'm very happy with these filters and Brita.",0,0,0.5,0.5,"Positive"
"313","I'm lucky in that I have good water.  However, the village has increased the amount of chlorine to the point where you can smell and slightly taste right out of the tap. My Brita pitcher and filters get rid of the chlorine, making more enjoying morning coffee and drinking water.",0,0,0.5,0.5,"Positive"
"314","I don't know if it's the fault of the filter or the pitcher, but the brand new filters I have put into the pitcher still register as needing changing even after pushing the reset button. I am just leaving them in for a month or so then putting in a new one. I was unhappy to find the second one did the same thing as the first one, however. Anyone else having a problem???",0,0,0.5,0.5,"Positive"
"315","I have used these before and I noticed that there was clearer and crisp water. I am definitely going to continue buying these filters for my Brita Pitcher",0,0,0.5,0.5,"Positive"
"316","Love these guys.  I'm a big water drinker and definitely know my geography of tap water.  These things take the local taste...whatever makes up that taste...and takes it away.  You water will taste the same everywhere when you used these.  In a good way.",0,0,0.5,0.5,"Positive"
"317","I am on my second filter in a row that has slowed to nothing but a drip of water flow. I resoaked and squeezed the side of the filter to release any possible air bubbles. I read this was suggested from a google search. Very disappointed especially considering the price of these filters. I can not recommend these filters.",0,0,0.5,0.5,"Positive"
"318","Awesome zactly what I was looking for and last a long time they can even last longer what the instructions advise. Now that's what I call high quality H2O.",0,0,0.5,0.5,"Positive"
"319","I ordered this exact filter for my brita water dispenser because the filter that came with it was the one pictured in this advertisement. To my surprise, when I opened it today, they were not the filters pictured above, but the old style filters for the pitcher which filters a lot slower the the advanced filters pictured above. Very Dissappointed!",0,0,0.5,0.5,"Positive"
"320","It helps some, we have really bad city water & using the filter pitcher at least gets it to where it's drinkable. The bottle water is by far better but can't afford to buy it all the time so I was looking for a cost effective way to improve the tap water we have. This does make it better. It is well designed & I'm hoping that the second filter will be better then the first.",0,0,0.5,0.5,"Positive"
"321","This is your typical Brita filter replacement. It fits in my 5 cup space saver pitcher perfectly. It filters water and keeps it fresh. I will be repurchasing!",0,0,0.5,0.5,"Positive"
"322","We haven't used these yet for they are ""replacement filters.""  As the original filter which comes with the Brita is still working well, we shan't comment on the replacement filters.",0,0,0.5,0.5,"Positive"
"323","After replacing the old one with these it still said it needed to be changed, even after resetting multiple times.. Kinda feel like I was ripped off.",0,0,0.5,0.5,"Positive"
"324","So far so good. No problem found. I have been using this kind of filter for years. I got a good deal when buying 5 packs of this.Update:The manufacture recommends to change the filter every 40 gallons or 2 months. However, I have to change it every 2 weeks (we have 2 people only), otherwise the taste of water is not fresh anymore. I think it depends on water quality in the area where we are living.",0,0,0.5,0.5,"Positive"
"325","I purchased two filters. The first one I opened didn't fit correctly at all. I compared it to a filter that I had bought with my water pitcher and they looked slightly different. I decided to open my other filter and it fit perfectly without having to add any pressure. However, I am disappointed that I paid for two filters and received a defective one. I don't want to 'take a gamble' and hope that my filter fits next time if I do end my purchasing this item again. Quality control really needs to step up their game. Only gave this two stars because one filter actually worked.",0,0,0.5,0.5,"Positive"
"326","I bought these after a year of using an off brand.  Boy I can tell the difference.  It's worth the few extra dollars to pick these puppies up!  Buy these now and you won't regret it.",0,0,0.5,0.5,"Positive"
"327","Perfect fit for your ""Brita Everyday Water Filter Pitcher"" (of various sizes) and have not found them for a better price in stores that carry them. Amazon is phenomenal at fulfilling orders and partnering with delivery services to ensure great service. At this point I wouldn't think of getting these anywhere else. Plus, Brita's specialty in water purification has impressed me over the years as their originally quality products keep getting better and better!! An easy decision... [add to card now].",0,0,0.5,0.5,"Positive"
"328","Takes over an hour to filter two cups of hour. Very similar to all the other negative reviews. Somebody said it gets air bubbles. Stay away from this product.  Update:  Brita is aware of the problem and is sending 3 regular filters as a replacement.  Still an annoying problem but kudos for the support.",0,0,0.5,0.5,"Positive"
"329","I did not like the filter after a short time. Had to change these pretty often, like once a month. Not sure if it kept everything out as there was no way of really knowing. Decided to buy bottled water again. But it was easy enough to use these in the filter. If I can follow directions for these, anyone can!",0,0,0.5,0.5,"Positive"
"330","Important: if you bought the Advanced Brita Pitcher (with another layer in the lid to redirect the water), you HAVE TO use the Advanced Filter! It is more expensive than the traditional one and I feel the water taste the same.",0,0,0.5,0.5,"Positive"
"331","Bought for my Brita Atlantis pitcher and the company was no help when I explained that it couldn't fit. The box says it fits all pitchers but on the inside it lists newer models. Now that I have to buy a new pitcher I might as well stop using Brita.Waste of time, effort, money do not buy.",0,0,0.5,0.5,"Positive"
"332","Hey! they're cheap; they seem to fill their purpose. I have to say the weird brown box packaging that the filters came in did seem highly suspect though.",0,0,0.5,0.5,"Positive"
"333","There water filters!  They work as advertised but they don't look like the picture.  I've been using these for years, I would think that the price would have dropped a bit buy now but Brita keeps sucking money out of consumers for these filters.I hope that someone like Amazon makes a generic equivalent for cheaper but I haven't seen it yet.",0,0,0.5,0.5,"Positive"
"334","These come in a generic outer box packaging and the inner sealed plastic wrappers are the same you will find as the Brita filters purchased in regular brick and mortar stores. They work very well, just make sure you put them i. The correct way to create a seal in the upper water resevoir",0,0,0.5,0.5,"Positive"
"335","I don't enjoy buying Brita filters any more than I enjoy having to remember to change them. I bought this pack of 5 for less than I'd spend at the grocery store and don't have to deal with filters for a while which to me is a huge bonus. Now if only they were recyclable...",0,0,0.5,0.5,"Positive"
"336","New design sucks. ""Filtered"" water still tastes like tap water. Can't believe Brita decided to sell this s***. I ended up selling my Brita pitcher.",0,0,0.5,0.5,"Positive"
"337","I've used Brita filters for as long as I could remember. It makes tap water taste delicious, and the key to keeping it that way is to change the filters about every 3 months. I subscribe to this so I don't forget!",0,0,0.5,0.5,"Positive"
"338","HAVENT DONE ANY SCIENTIFIC STUDIES, BUT MY WATER TASTES GREAT! AND, DONT BE FOOLED BY THE MARKETING INSTRUCTIONS, THESE PUPPIES CAN LAST ALMOST A YEAR BEFORE CHANGING THEM! SO LONG AS YOU DONT LEAVE THEM OUT OF THE FRIDGE FOR LONG PERIODS OF TIME FREQUENTLY!",0,0,0.5,0.5,"Positive"
"339","The filter is extremely slow. Maybe it will last longer from not being able to filter as much water per day. Definitively regret the purchase. I'm making a batch of cold brew right now and just filtering the water is taking hours",0,0,0.5,0.5,"Positive"
"340","Water is crystal clear.",0,0,0.5,0.5,"Positive"
"341","These work very well.  We have been using these nearly three months.  After we replaced this filter, there was a very noticeable improvement in the taste of water and ice cubes! I paid full price for these filters and have not been compensated in any way for this review.",0,0,0.5,0.5,"Positive"
"342","I like the new style, it drips the water through the filter faster so we don't have to wait while it slowly goes through in order to add more water. It fits just like the old style, no problem getting it into the pitcher. I also like that you don't have to soak the new filters for 15minutes in water unlike the old style.",0,0,0.5,0.5,"Positive"
"343","these are easier to handle than the older design, they fit my old brita pitcher. the only reason i didn't give 5 stars is that i wish they took out more of the bad stuff. bought mine from amazon llc, they arrived in good condition as described. i don't see carbon particles floating in them, that's better than my last pack i bought in a local store.",0,0,0.5,0.5,"Positive"
"344","I am absolutely loving these new filters...the previous ones had all this black carbon in the reservoir and although it didn't go through to the water, there was still a little concern...4 filters lasts me a year which is so awesome!! A whole lot better and more inexpensive than bottled water and the taste is fantastic...I recommend the pitcher and filters very highly :)",0,0,0.5,0.5,"Positive"
"345","Well I will never purchase non- Brita brand filters again.  USE ONLY BRITA FILTERS FOR BRITA PRODUCTS.  This seller is reputable and has great pricing.  Thank you.",0,0,0.5,0.5,"Positive"
"346","This is our second time using longlast filters, as we thought the first set was broken. Turns out they all seem to be broken. A pitcher of water takes hours to filter through. We soaked it, we squeezed air out, nothing works. Just a flawed design in every conceivable way.",0,0,0.5,0.5,"Positive"
"347","Says up to 120 gallons. We refilled our Brita approx 40 times since we bought this in May. Needs changing already! I get 'up to' is an approximation, but less than half of that? Come on.....",0,0,0.5,0.5,"Positive"
"348","These are great filter refills.  All filters filter slower the longer you use them and they trap more and more, these do seem to become slower faster than the original filters that came in the pitcher, but for the price, I dont mind.",0,0,0.5,0.5,"Positive"
"349","I looked at the bottom of my filter and noticed mold or something building up in the screen of the Brita filter I was using which was a YEAR old.  So it was way over due for a new one.  This was a perfect replacement.  Works great and it filters water faster now so I know I had a bunch of build up in the old filter. Thanks",0,0,0.5,0.5,"Positive"
"350","We've been using Brita Filter Pitchers for years mainly clean up the taste. They do not make water drinkable and should not be used in place of boiling water. These filters remove or reduce some chemical, metals, minerals, etc. But I do like the filtered taste especially after it's been chilled in the refrigerator.",0,0,0.5,0.5,"Positive"
"351","Fit perfectly in my Brita pitcher.  Always a good idea (well water) to filter water.  We use this pitcher to refill our Keurig Coffe Maker.",0,0,0.5,0.5,"Positive"
"352","Excellent water filters from Brita!!!The water taste more pure with this filters and no problems at all...Recommended product!!!",0,0,0.5,0.5,"Positive"
"353","I like it that Brita uses the same filter over many different model pitchers. Ours is an older one, and these work fine! I dated it so we'll replace it before the couple of years of the previous filter...",0,0,0.5,0.5,"Positive"
"354","These used to work but the last 2 orders I received they do not filter water at the same speed. They get clogged and it takes hours for them to filter a couple liters of water. Not to mention, they're always crushed in the package when you get them. That I can live with, but them not working doesn't make sense to buy.",0,0,0.5,0.5,"Positive"
"355","I started buying these online for my Brita water pitcher (LOVE IT).  I found I kept procrastinating going out to Target or Bed Bath and Beyond to buy these and ended up defeating the purpose (my filters were so old they were probably useless).  Enter Amazon Prime, and now I don't have to waste time driving to store--they are delivered within 2 days to my doorstep.  Which means my Brita pitcher actually has CLEAN, FILTERED water because I can change them in a timely fashion.",0,0,0.5,0.5,"Positive"
"356","This was an excellent price per item deal for these Brita water filters, especially since each one lasts for so long. For the price of three in the grocery store, you get five. And the filters themselves are better than ever. No more black flecks floating in the top reservoir ever type you filter more water.",0,0,0.5,0.5,"Positive"
"357","I have a water tester and my water tested with as many or more particles after using the filter.  It does get rid of the chlorine and they put a lot of chlorine in our water (rural water system).",0,0,0.5,0.5,"Positive"
"358","i was just wondering why is it so fast draining the water with the filter in place not like before it will take 2 to 3 minutes tell the buttom of my brita container until it gets full. is there anything wrong with the filter? it seems its not filtering the water?",0,0,0.5,0.5,"Positive"
"359","Brita keeps coming out with better and better filters as time goes on- low carbon dust, longer lasting, purifies well. In addition, they have a neat widget on their website that sends you coupons and discounts!",0,0,0.5,0.5,"Positive"
"360","Works really well in purifying tap water. We have a Brita pitcher and use these all the time. It's really convenient to order them from Amazon. Happy with our purchase!",0,0,0.5,0.5,"Positive"
"361","The item I received was an updated version of the one in the pictures.  The top is a bit different looking.  But per the packaging, you no longer need to soak the filter prior to use (just a quick rinse).  It also claims there is no more black stuff coming out of the top.  I have only used one filter 3-4 times so far, but it seems true.No other noticeable differences.  Filtering fast.",0,0,0.5,0.5,"Positive"
"362","Yes, needed anywhere Calcium is an issue...pair with Apple Cider Vinegar and you never have to worry about calcium rich body stones again.",0,0,0.5,0.5,"Positive"
"363","These new filters work just fine.  They claim they are better than the old ones, so sure, whatever.  They work just fine, I love my Brita!",0,0,0.5,0.5,"Positive"
"364","They work.",0,0,0.5,0.5,"Positive"
"365","We've been using Brita filters for over a decade. They have finally improved the filter by letting you skip the soaking step. Now you just rinse it under cold water for 15 minutes, and you are ready to go. You also don't have to deal with the black flecks. It filters water well and we are happy with the new design.",0,0,0.5,0.5,"Positive"
"366","Easy installation and it filters really well. Texas water absolutely puts it to the test and it hasn't failed me yet. If you're going to buy them, might as well buy them in a pack of 3 or more. They're worth it.",0,0,0.5,0.5,"Positive"
"367","Excellent filters for my Brita water pitcher.  They work just as they should, purifying my tap water.  Great price too, a few bucks cheaper than Target & Walmart.",0,0,0.5,0.5,"Positive"
"368","Need them for my water tank and they do a great job, but they are ridiculously overpriced.",0,0,0.5,0.5,"Positive"
"369","Nothing new except for the same excellent quality Brita water filters.  This new style definitely allows the water to filter down into the carafe (or whatever you are using) faster than the old syle.",0,0,0.5,0.5,"Positive"
"370","About time I replaced our filters! I love Brita products and the ease of use when it comes to replacing the filters. The old filter popped right out and the new one right in. Very simple, great design.",0,0,0.5,0.5,"Positive"
"371","Have been using Brita water filtration system for years; pleased with the Brita.  These filters are Brita filters and fit the pitcher - and at a reasonable price.",0,0,0.5,0.5,"Positive"
"372","These are wonderful, great price for what we got! Last longer the the store bought ones I have. I love brita and these filters are no exception.",0,0,0.5,0.5,"Positive"
"373","Filters great...after it was installed 4x!! For some reason it didn't flow any water out. Then after multiple times and getting the air out of the tubes and leaving a little water in the line it worked.",0,0,0.5,0.5,"Positive"
"374","The Brita water filters filter out bad taste and bad ingredients from tap water. Riverside, California has undrinkable tap water and the Brita water system makes it taste better than bottled water.",0,0,0.5,0.5,"Positive"
"375","I have been using these filters for years, and they seem to work great.  I have noticed that the price fluctuates, depending on how many are in the lot.  When buying these filters, be careful about the price per filter.  Sometimes, you can end up paying more per filter, even if you buy in larger quantities.",0,0,0.5,0.5,"Positive"
"376","Yeah, this is a Brita review, because why? Because these little boxes of charcoal make my disgusting, dirty hot tub smelling municipal chlorine and flouride bath straight from the sewer tap water taste like I'm drinking straight form the freshest mountain stream. These things work wonders!",0,0,0.5,0.5,"Positive"
"377","I use brita filters for years already. They are doing the job and I think are quite affordable.I am happy they do sell it in this bulk package which supply you for half a year.",0,0,0.5,0.5,"Positive"
"378","I have an old Brita pitcher, a design the company does not even make anymore.  These new filters fit it perfectly.Speed - about the same as the old filters.Quality - I feel it's better!Design - beautiful.  It's really a handsome filter, a compliment to Brita's updates to their products.",0,0,0.5,0.5,"Positive"
"379","A very slow filter that does not seem to improve water taste.  Back to the standard three-pack, or repair my reverse osmosis system.",0,0,0.5,0.5,"Positive"
"380","I 'inherited' an old Brita pitcher. This filter fit great. I did have to make sure I popped it in just right. We brought it with us during a 3-day hotel stay to ensure we had filtered water. During the 8-hour drive each way, we filled it up at gas stations and had clean water to drink on the road trip.  I got it to use for weekend trips as I have a water filter attached to my sink. So far it has worked great.",0,0,0.5,0.5,"Positive"
"381","These did not perform nearly as well as the original filtered that came with the pitcher. The water tasted great with the original filter but I can hardly tell the differences with these. The water has that tap taste and I can't taste any different than drinking directly from tap. I noticed from day one that these didn't seem to fit as tight as the original filter, so I'm not even sure if the water is actually being filtered. I own the 10 cup Brita pitcher. I'm very disappointed in these. Will not buy again.",0,0,0.5,0.5,"Positive"
"382","I got the cheapest value pack, and they are built differently. Not a tight fit, so water isnt all forced down through the charcoal filter. I did a taste test with a tighter fit and did taste a difference, but that also might be a difference in quality of filter too.",0,0,0.5,0.5,"Positive"
"383","Once you go filtered, you can never go back.I save easily $50 a month using Brita instead of buying bottle water (even the cheap kind).Unless you have a super expensive water filtration system at your house, every household should have these.  Buying them online with the free shipping puts it at the same price point as your run-of-the-mill Buyers club (IE: BJ's, Costco... exc).",0,0,0.5,0.5,"Positive"
"384","I love my Brita pitcher which means I need Brita filters. They're necessary to have clean tap water in my area. Easy to use. Good price!",0,0,0.5,0.5,"Positive"
"385","These filters are great for the price and came on time, well packaged. They work beautifully and I'll be purchasing them again. :)",0,0,0.5,0.5,"Positive"
"386","Can't beat the price. Been using the same Brita fridge unit for almost 4 years. Keeps the water tasting super fresh, and saves a ton of money compared to buying packs of bottled water every week.",0,0,0.5,0.5,"Positive"
"387","If you want to be impressed by these filters make a tray of ice using these filters.  Cubes are almost clear after water has been filtered.",0,0,0.5,0.5,"Positive"
"388","Love the fact that you don't have to go through the traditional ""Brita ritual"" of soaking, pre-filtering twice, etc. etc.",0,0,0.5,0.5,"Positive"
"389","Great replacement filters. I'm surprised at how fast water flows through these things, yet the water still tastes so much better than tap. I keep one in my upstairs bathroom to filter my cpap water and for drinking / brushing teeth. Also, way cheaper than most local stores.",0,0,0.5,0.5,"Positive"
"390","They work perfect and there was no damage to the actual product, but the box was very dented and destroyed. I was worried they'd be broken.",0,0,0.5,0.5,"Positive"
"391","I love my Brita pitcher. It is way cheaper than buying bottled water over time. I think they work perfectly. Yes, there is some carbon that floats around for the first initial use, but the instructions tell you that that can happen. It makes our tap water taste great! Amazon has the best prices that I could find.",0,0,0.5,0.5,"Positive"
"392","I like this new filter, but it filters quite a bit slower than the standard Brita pitcher filters. Keep that in mind when considering to buy one. Worth it in the end for me.",0,0,0.5,0.5,"Positive"
"393","Very easy to use and install in my brita water pitcher. I can taste a bit of difference between using it and drinking straight from my sink. Will continue to buy these in the future.The box did come damaged but the filters were in great shape.",0,0,0.5,0.5,"Positive"
"394","Fits my Brita just like the ones in the local store. I was worried because I read reviews on simular products being made in china and not fitting properly. But these filters fit great. No more worries!",0,0,0.5,0.5,"Positive"
"395","We go through filters quickly living in the village in Alaska where the water isn't the best. Have these at an affordable price with really reliable shipping has been great.",0,0,0.5,0.5,"Positive"
"396","So let me start by saying I have a Grand. One of those 10 cup pitchers. This filter fits fine. It does not float when adding water. I have run a few pitcher's worth of water through it now and have not run into the floaty issue. I recommend making sure your pitcher is one of the supported ones listed on the page and packaging. Also, making sure your filter is seated properly helps too. Yes, this filter does take longer to filter X amount of water than one of the ""classic"" Brita filters. Considering it has a different design/material than the classic filter in order to filter out the additional contaminants listed, I think its a small trade off. Can't handle that trade off? Go for a normal Brita filter. On that note, filtering a full pitcher's worth of water took under 30 minutes. I don't know what other folk are doing, but I would imagine they are either embellishing or doing it wrong.",0,0,0.5,0.5,"Positive"
"397","Great product and price point.  I really needed a filter but did not want to go to Walmart because it was more expensive.  I ended up ordering the filter online and it hasn't failed me. Great same quality that I am used to.  This is a cheaper option than buying bottled water and easy to use and great tasting water.",0,0,0.5,0.5,"Positive"
"398","Great BUY! These filters are a staple in my house as we are trying to drink more from the pitcher versus buying bottled water.",0,0,0.5,0.5,"Positive"
"399","I started to use Brita because buying bottled water at the discounted box store was taking time, money, while it was not as environmentally friendly. I had choices when I purchased Brita at the first time and I'm stuck to it now because its quality is awesome!My water tastes really great and I love this 3 pack deal on Amazon.It's not too many for one person to use for 6 months, and this set doesn't take too much shelf space.",0,0,0.5,0.5,"Positive"
"400","Unlike the last time I tried to buy filters on Amazon, actually received genuine Brita filters. So kudos for that. The filters work great, makes already pure Northwest water taste even better. We stopped buying crates of bottled water and have now switched completely to using the Brita pitcher. Stop being a Paris Hilton, do the earth a favor and please switch to filtered water.",0,0,0.5,0.5,"Positive"
"401","Fits into my pitcher without issue.  Tap water tastes noticeably better - can't comment on the water quality as I have no way to test that.",0,0,0.5,0.5,"Positive"
"402","We use our Brita Water Pitcher daily keeping it full in the refrigerator. After using the last filter it was time to buy more. I usually buy from my local Costco but they were out if stock so I bought these online. Price per unit was comparable to Costco but if I had bought the ten pack when they were back in stock, they are about a buck per unit cheaper at Costco, but if you prefer the 3 pack, these were the best price.",0,0,0.5,0.5,"Positive"
"403","I like the redesign. I see less charcoal Particles with these. But they tend to fall out of place when tipped over too much. It does the job and tastes better than straight tap. Help save the environment and reduce use of plastic bottles.",0,0,0.5,0.5,"Positive"
"404","What can I say?  This filter does what it's supposed to do.The tap water where I live is not tasty, and using these makes me feel better about what I'm putting into my body.The packaging says that it's good for 45 days, although I've gone longer than that without noticing a change in water taste.",0,0,0.5,0.5,"Positive"
"405","The filters work fine. The packaging was smooshed when I received it, but it didn't damage the filters. They last about a month before you need to replace them. I'm not the biggest fan of Brita, but it gets the job done.",0,0,0.5,0.5,"Positive"
"406","I drink so much water it is delicious. I truly drink two 10 cup pitchers a day. Plus it's the healthiest and easiest to do.",0,0,0.5,0.5,"Positive"
"407","I'm pretty sure I'm not going crazy.  I am almost certain that this product used to filter out lead.  But, the box says nothing about reducing lead...only Mercury, copper, cadmium, zinc and chlorine taste & odor.  Won't order again.",0,0,0.5,0.5,"Positive"
"408","THESE FILTERS ARE AWESOME..THEY'RE SUPPOSED TO BE CHANGED MONTHLY, BUT SO FAR IT'S BEEN 2 MONTHS WITH THE SAME ONE...THE TAP WATER WHERE I LIVE IS FILLED WITH IMPURITIES AND CHEMICALS AND TASTES NASTY, BUT WITH THIS FILTER THE WATER IS DELICIOUS, CLEAN AND CRISP. I HIGHLY RECOMMEND THESE FILTERS AS THEY ARE THE BEST ON THE MARKET. I WILL CONTINUE TO ORDER THEM",0,0,0.5,0.5,"Positive"
"409","my office water has gotten really questionable recently with lots of residue, so I drug out my old Britta pitcher that I used to use over ten years ago, and was shocked to discover that the new filters still fit it. They are reasonable priced and do a great job at keeping the water clean",0,0,0.5,0.5,"Positive"
"410","Great price for a three pack of filters. For what I paid for one filter at our local retail store I could get a three pack of filters on Amazon. Happy with the quality and the taste when I use this filter in my Brita filter pitcher. Would definitely recommend.",0,0,0.5,0.5,"Positive"
"411","I moved into a care center a year ago, and had no way to get to the water store to get water. My sister was using a Brita Pitcher so I tried one. I love it. Ordering the replacements filters from Amazon is so wonderful, I cant always get to a store, however I can place an online order and get refills fast. I recommend the Brita products to everyone.",0,0,0.5,0.5,"Positive"
"412","These Work well.  I hope they come out with an even better filter now that they say there are micro-plastics in the water.",0,0,0.5,0.5,"Positive"
"413","We always drink filtered water either from our Brita or refrigerator.  The Brita works well and leaves the water pleasant tasting.",0,0,0.5,0.5,"Positive"
"414","Excellent buy for my pitcher. Improved design. Description says they will fit most of the Brita pitchers, and does fit mine, an earlier version.",0,0,0.5,0.5,"Positive"
"415","Good filters. Great price. My only concern is that on the older version water would take time to go through the filter. Now it goes down quick which makes me question how good is it filtering the water.",0,0,0.5,0.5,"Positive"
"416","These are the older version of the filters that you have to presoak.  Probably been sitting in a warehouse for a couple years.",0,0,0.5,0.5,"Positive"
"417","the package arrived with the box stating that the item was not for resale but for display only but yet it was sold retail",0,0,0.5,0.5,"Positive"
"418","Do NOT buy. Filter floats out of position in Brita and water doesn't get filtered at all. I tried multiple times to push the filter in tightly and it kept floating out. Returning item.",0,0,0.5,0.5,"Positive"
"419","I bought these for Brita model OB24 and I had it in backwards for a month which means I was drinking straight tap-water.",0,0,0.5,0.5,"Positive"
"420","I think these filters may be fake. I have been using these for years. If only one of them did not work, I would not think anything but the same problem with all of them. Filters too fast, and water tastes like crap.",0,0,0.5,0.5,"Positive"
"421","I use my Keurig a lot and was needing to replace those filters a lot more. Since buying and using my Brita pitcher to fill the Keurig it has  definitely saved me money and I feel prolonged the life of my Keurig  greatly as  they remove.-chlorine- copper-magnesium- zincWhich can lead you to need to descaale your brewer more often.",0,0,0.5,0.5,"Positive"
"422","I was very satisfied with my new Brita pitcher. I have been using my brita filter pitcher for few years now, because the water where I live comes through old pipes, can be brown and cloudy, unfortunately. The Brita filter takes care of it, and provides tastier, clearer water",0,0,0.5,0.5,"Positive"
"423",NA,0,0,0.5,0.5,"Positive"
"424","They do exactly what they are supposed to do, which, of course is what we all want from what we buy.  Each cartridge lasts longer than listed by a full 2 weeks, so that saves you some money.",0,0,0.5,0.5,"Positive"
"425","Solid filters.  I had a lot of issues finding these filters at my local CVS and grocery store for some reason, but Amazon came through as always.  The filters must be purged for 15 minutes before use in water (standard).  After using the filter, you will immediately notice that your water tastes fresher and that the previously noticeable water particulates are either significantly reduced or completely gone.  I recommend this product highly.",0,0,0.5,0.5,"Positive"
"426","I like the new handle on the top of the filter. I do not believe there's a proven scientific reason to drink filtered water. But just in case....After a few uses PUR filters take way too long. Does that mean they filter out stuff that is going to make me sick and die an early death? I'll stick to faster Brita for the ""just in case"" factor.",0,0,0.5,0.5,"Positive"
"427","I have been using Brita for the pass 17 years;when my Aunt introduced me to this product when I had my last son. I have seen the continued  improvements on their water filters and I am happy to say that my preference  has remain the same. Great tasting water that even my last son has stay using and safely  enjoys.",0,0,0.5,0.5,"Positive"
"428","Makes tasty water but they don't fit snug on all britta pitchers. One of them keeps slipping off when dipping the pitcher too much. But then again, its a cheap plastic housing with charcoal in it!!",0,0,0.5,0.5,"Positive"
"429","My water tastes metallic with this filter.  I have used the regular brita filter for years without  this taste. Update:  Several weeks later and I am throwing it away!!  My tap water tastes better without it!!",0,0,0.5,0.5,"Positive"
"430","Is anyone going to read this?? If you need a filter youre going to buy it haha. It filters you water and fits your brita come on haha",0,0,0.5,0.5,"Positive"
"431","I've tried all the knock-offs and I always return to Brita water filters for quality. Six pack was a bargain compared with local prices.",0,0,0.5,0.5,"Positive"
"432","Whenever I want to cook or drink water, I use the item. I can save a lot because I can refill it in every two months and it definitely improves the quality of water, so I dont have to worry about particles in water. I will buy it again!",0,0,0.5,0.5,"Positive"
"433","Brita filters are just okay.  They do improve the water but when the filtered water is warm I can still taste undesirable flavors.  The pack I bought from a seller on Amazon was terrible, however.  The water had a strong charcoal taste no matter how many times I ran water through the filter.  I've read complaints online about this issue with Brita filters so apparently it happens sometimes.",0,0,0.5,0.5,"Positive"
"434","Love Brita, but the original filters came in not the newest advanced I paid for so I returned and purchased elsewhere.",0,0,0.5,0.5,"Positive"
"435","I love this Brita pitcher more and more everyday. This tree pack of filters makes it even more affordable. These filters fit perfectly and will last me almost a years. I change them every three to four months depending on my use. The pitcher recommends changing every two mouths but I find they last a lot longer than that. I figure I will save over $400 a year not having to buy gallons and gallons of purified H2O.",0,0,0.5,0.5,"Positive"
"436","These filters were a bit difficult to install in my Brita pitcher, even though it said they would fit my model.  I had to do a bit of adjustment for the filter to fit.  All in all, they work just fine after the adjustment.",0,0,0.5,0.5,"Positive"
"437","I always keep one extra box of Brita Filters as replacements. Presoaking is not necessary and is no longer required. There are no more leaking carbon flecks due to a new mesh to prevent leaking. Been using Brita Filters for several years and have found them to be the best filters one can purchase.",0,0,0.5,0.5,"Positive"
"438","These filters worked far better than expected.  Even though it does not state that it will remove sulphur odor, it does.  I bought two Brita pitchers at a yard sale and decided to take a chance.  It completely eliminated the rotten-egg sulphur smell right out of the pitcher, not even after it was refrigerated.  Before these, I had to put a pitcher of water in the fridge and leave the cap loose, because the sulphur smell is actually a gas.  After a day or two the water would be somewhat drinkable.  I should've done this years ago.",0,0,0.5,0.5,"Positive"
